well_id,top1_typewell,top1_corr,top2_typewell,top2_corr,top1_top2_gap,assigned_typewell_corr,assigned_typewell_rank,assigned_is_top1
06df5958,42c538a1,0.6584762930870056,eba6605e,0.6327584981918335,0.02571779489517212,0.6327584981918335,7,False
071d7b45,071d7b45,0.579535722732544,4463446c,0.579535722732544,0.0,0.579535722732544,1,True
0849b4e2,12203f2a,0.8928429484367371,fde20ecf,0.892467737197876,0.000375211238861084,0.8892824053764343,5,False
084d66f9,93f5d2e6,0.7079167366027832,3407f5bf,0.7066618800163269,0.0012548565864562988,0.7012790441513062,11,False
08fecf00,5693dde2,0.8738475441932678,89f36adf,0.8715314269065857,0.002316117286682129,0.8447383046150208,12,False
09053135,8d92cb49,0.8632420301437378,5397ceb1,0.8630242943763733,0.00021773576736450195,0.8582221865653992,12,False
09441b8d,d2f3b1ab,0.8422278761863708,373ef48b,0.8422225713729858,5.304813385009766e-06,0.8379445672035217,33,False
0955cd6c,5693dde2,0.859684944152832,1e5e3573,0.855064868927002,0.004620075225830078,0.8548729419708252,7,False
09ec2ca9,8995c945,0.8048902153968811,d9ae59b2,0.8039841055870056,0.0009061098098754883,0.8026513457298279,16,False
0a57a29c,6a0ff78e,0.6610857844352722,8a89da23,0.6608505249023438,0.0002352595329284668,0.6608505249023438,30,False
0bbf5e67,0bbf5e67,0.9617504477500916,2cee0cba,0.5625441074371338,0.39920634031295776,0.9617504477500916,1,True
